agecat,first_dose_pcttakeup,full_regimen_pcttakeup,vacc_date
20-29,96.0,89.0,2021-11-13
20-29,96.0,89.0,2021-11-14
20-29,96.0,89.0,2021-11-15
20-29,96.0,89.0,2021-11-16
20-29,96.0,89.0,2021-11-17
20-29,96.0,90.0,2021-11-18
20-29,96.0,90.0,2021-11-19
20-29,96.0,90.0,2021-11-20
20-29,96.0,90.0,2021-11-21
20-29,96.0,90.0,2021-11-22
20-29,96.0,90.0,2021-11-23
20-29,96.0,90.0,2021-11-24
20-29,96.0,90.0,2021-11-25
20-29,96.0,90.0,2021-11-26
20-29,96.0,90.0,2021-11-27
20-29,96.0,90.0,2021-11-28
20-29,96.0,90.0,2021-11-29
20-29,96.0,90.0,2021-11-30
20-29,96.0,90.0,2021-12-01
20-29,96.0,90.0,2021-12-02
20-29,96.0,90.0,2021-12-03
20-29,96.0,90.0,2021-12-04
20-29,96.0,90.0,2021-12-05
20-29,97.0,90.0,2021-12-06
20-29,97.0,90.0,2021-12-07
20-29,97.0,91.0,2021-12-08
20-29,97.0,91.0,2021-12-09
20-29,97.0,91.0,2021-12-10
20-29,97.0,91.0,2021-12-11
20-29,97.0,91.0,2021-12-12
20-29,97.0,91.0,2021-12-13
20-29,97.0,91.0,2021-12-14
20-29,97.0,91.0,2021-12-15
20-29,97.0,91.0,2021-12-16
20-29,97.0,91.0,2021-12-17
20-29,97.0,91.0,2021-12-18
20-29,97.0,91.0,2021-12-19
20-29,97.0,91.0,2021-12-20
20-29,97.0,91.0,2021-12-21
20-29,97.0,91.0,2021-12-22
20-29,97.0,91.0,2021-12-23
20-29,97.0,91.0,2021-12-24
20-29,97.0,91.0,2021-12-25
20-29,97.0,91.0,2021-12-26
20-29,97.0,91.0,2021-12-27
20-29,97.0,91.0,2021-12-28
20-29,97.0,92.0,2021-12-29
20-29,97.0,92.0,2021-12-30
20-29,97.0,92.0,2021-12-31
20-29,97.0,92.0,2022-01-01
20-29,97.0,92.0,2022-01-02
20-29,97.0,92.0,2022-01-03
20-29,97.0,92.0,2022-01-04
20-29,97.0,92.0,2022-01-05
20-29,97.0,92.0,2022-01-06
20-29,97.0,92.0,2022-01-07
20-29,97.0,92.0,2022-01-08
20-29,97.0,92.0,2022-01-09
20-29,97.0,92.0,2022-01-10
20-29,97.0,92.0,2022-01-11
20-29,97.0,92.0,2022-01-12
20-29,97.0,92.0,2022-01-13
20-29,97.0,92.0,2022-01-14
20-29,97.0,92.0,2022-01-15
20-29,97.0,92.0,2022-01-16
20-29,97.0,92.0,2022-01-17
20-29,97.0,92.0,2022-01-18
20-29,97.0,92.0,2022-01-19
20-29,97.0,92.0,2022-01-20
20-29,97.0,92.0,2022-01-21
20-29,97.0,92.0,2022-01-22
20-29,97.0,92.0,2022-01-23
20-29,97.0,92.0,2022-01-24
20-29,97.0,92.0,2022-01-25
20-29,97.0,92.0,2022-01-26
20-29,97.0,92.0,2022-01-27
20-29,97.0,92.0,2022-01-28
20-29,97.0,93.0,2022-01-29
20-29,97.0,93.0,2022-01-30
20-29,97.0,93.0,2022-01-31
20-29,97.0,93.0,2022-02-01
20-29,97.0,93.0,2022-02-02
20-29,97.0,93.0,2022-02-03
20-29,97.0,93.0,2022-02-04
20-29,97.0,93.0,2022-02-05
20-29,97.0,93.0,2022-02-06
20-29,97.0,93.0,2022-02-07
20-29,97.0,93.0,2022-02-08
20-29,97.0,93.0,2022-02-09
20-29,97.0,93.0,2022-02-10
20-29,97.0,93.0,2022-02-11
20-29,97.0,93.0,2022-02-12
20-29,97.0,93.0,2022-02-13
20-29,97.0,93.0,2022-02-14
20-29,97.0,93.0,2022-02-15
20-29,97.0,93.0,2022-02-16
20-29,97.0,93.0,2022-02-17
20-29,97.0,93.0,2022-02-18
20-29,97.0,93.0,2022-02-19
20-29,97.0,93.0,2022-02-20
20-29,97.0,93.0,2022-02-21
20-29,97.0,93.0,2022-02-22
20-29,97.0,93.0,2022-02-23
20-29,97.0,93.0,2022-02-24
20-29,97.0,93.0,2022-02-25
20-29,97.0,93.0,2022-02-26
20-29,97.0,93.0,2022-02-27
20-29,97.0,93.0,2022-02-28
20-29,97.0,93.0,2022-03-01
20-29,97.0,93.0,2022-03-02
20-29,97.0,93.0,2022-03-03
20-29,97.0,94.0,2022-03-04
20-29,97.0,94.0,2022-03-05
20-29,97.0,94.0,2022-03-06
20-29,97.0,94.0,2022-03-07
20-29,97.0,94.0,2022-03-08
20-29,97.0,94.0,2022-03-09
20-29,97.0,94.0,2022-03-10
20-29,97.0,94.0,2022-03-11
20-29,97.0,94.0,2022-03-12
20-29,97.0,94.0,2022-03-13
20-29,97.0,94.0,2022-03-14
20-29,97.0,94.0,2022-03-15
20-29,97.0,94.0,2022-03-16
20-29,97.0,94.0,2022-03-17
20-29,97.0,94.0,2022-03-18
20-29,97.0,94.0,2022-03-19
20-29,97.0,94.0,2022-03-20
20-29,97.0,94.0,2022-03-21
20-29,97.0,94.0,2022-03-22
20-29,97.0,94.0,2022-03-23
20-29,97.0,94.0,2022-03-24
20-29,97.0,94.0,2022-03-25
20-29,97.0,94.0,2022-03-26
20-29,97.0,95.0,2022-03-27
20-29,97.0,95.0,2022-03-28
20-29,97.0,95.0,2022-03-29
20-29,97.0,95.0,2022-03-30
20-29,97.0,95.0,2022-03-31
20-29,97.0,95.0,2022-04-01
20-29,97.0,95.0,2022-04-02
20-29,97.0,95.0,2022-04-03
20-29,97.0,95.0,2022-04-04
20-29,97.0,95.0,2022-04-05
20-29,97.0,95.0,2022-04-06
20-29,97.0,95.0,2022-04-07
20-29,97.0,95.0,2022-04-08
20-29,97.0,95.0,2022-04-09
20-29,97.0,95.0,2022-04-10
20-29,97.0,95.0,2022-04-11
20-29,97.0,95.0,2022-04-12
20-29,97.0,95.0,2022-04-13
20-29,97.0,95.0,2022-04-14
20-29,97.0,95.0,2022-04-15
20-29,97.0,95.0,2022-04-16
20-29,97.0,95.0,2022-04-17
20-29,97.0,95.0,2022-04-18
20-29,97.0,96.0,2022-04-19
20-29,97.0,96.0,2022-04-20
20-29,97.0,96.0,2022-04-21
20-29,97.0,96.0,2022-04-22
20-29,97.0,96.0,2022-04-23
20-29,97.0,96.0,2022-04-24
20-29,97.0,96.0,2022-04-25
20-29,97.0,96.0,2022-04-26
20-29,97.0,96.0,2022-04-27
20-29,97.0,96.0,2022-04-28
20-29,97.0,96.0,2022-04-29
20-29,97.0,96.0,2022-04-30
20-29,97.0,96.0,2022-05-01
20-29,97.0,96.0,2022-05-02
20-29,97.0,96.0,2022-05-03
20-29,97.0,96.0,2022-05-04
20-29,97.0,96.0,2022-05-05
20-29,97.0,96.0,2022-05-06
20-29,97.0,96.0,2022-05-07
20-29,97.0,96.0,2022-05-08
20-29,97.0,96.0,2022-05-09
20-29,97.0,96.0,2022-05-10
20-29,97.0,96.0,2022-05-11
20-29,97.0,96.0,2022-05-12
20-29,97.0,96.0,2022-05-13
20-29,97.0,96.0,2022-05-14
20-29,97.0,96.0,2022-05-15
20-29,97.0,96.0,2022-05-16
20-29,97.0,96.0,2022-05-17
20-29,97.0,96.0,2022-05-18
20-29,97.0,97.0,2022-05-19
20-29,97.0,97.0,2022-05-20
20-29,97.0,97.0,2022-05-21
20-29,97.0,97.0,2022-05-22
20-29,97.0,97.0,2022-05-23
20-29,97.0,97.0,2022-05-24
20-29,97.0,97.0,2022-05-25
20-29,97.0,97.0,2022-05-26
20-29,97.0,97.0,2022-05-27
20-29,97.0,97.0,2022-05-28
20-29,97.0,97.0,2022-05-29
20-29,98.0,97.0,2022-05-30
20-29,98.0,97.0,2022-05-31
20-29,98.0,97.0,2022-06-01
20-29,98.0,97.0,2022-06-02
20-29,98.0,97.0,2022-06-03
20-29,98.0,97.0,2022-06-04
20-29,98.0,97.0,2022-06-05
20-29,98.0,97.0,2022-06-06
20-29,98.0,97.0,2022-06-07
20-29,98.0,97.0,2022-06-08
20-29,98.0,97.0,2022-06-09
20-29,98.0,97.0,2022-06-10
20-29,98.0,97.0,2022-06-11
20-29,98.0,97.0,2022-06-12
20-29,98.0,97.0,2022-06-13
20-29,98.0,97.0,2022-06-14
20-29,98.0,97.0,2022-06-15
20-29,98.0,97.0,2022-06-16
20-29,98.0,97.0,2022-06-17
20-29,98.0,97.0,2022-06-18
20-29,98.0,97.0,2022-06-19
20-29,98.0,97.0,2022-06-20
20-29,98.0,97.0,2022-06-21
20-29,98.0,97.0,2022-06-22
20-29,98.0,97.0,2022-06-23
20-29,98.0,97.0,2022-06-24
20-29,98.0,97.0,2022-06-25
20-29,98.0,97.0,2022-06-26
20-29,98.0,97.0,2022-06-27
20-29,98.0,97.0,2022-06-28
20-29,98.0,97.0,2022-06-29
20-29,98.0,97.0,2022-06-30
20-29,98.0,97.0,2022-07-01
20-29,98.0,97.0,2022-07-02
20-29,98.0,97.0,2022-07-03
20-29,98.0,97.0,2022-07-04
20-29,98.0,97.0,2022-07-05
20-29,98.0,97.0,2022-07-06
20-29,98.0,97.0,2022-07-07
20-29,98.0,97.0,2022-07-08
20-29,98.0,97.0,2022-07-09
20-29,98.0,97.0,2022-07-10
20-29,98.0,97.0,2022-07-11
20-29,98.0,97.0,2022-07-12
20-29,98.0,97.0,2022-07-13
20-29,98.0,97.0,2022-07-14
20-29,98.0,97.0,2022-07-15
20-29,98.0,97.0,2022-07-16
20-29,98.0,97.0,2022-07-17
20-29,98.0,97.0,2022-07-18
20-29,98.0,97.0,2022-07-19
20-29,98.0,97.0,2022-07-20
20-29,98.0,97.0,2022-07-21
20-29,98.0,97.0,2022-07-22
20-29,98.0,97.0,2022-07-23
20-29,98.0,97.0,2022-07-24
20-29,98.0,97.0,2022-07-25
30-39,0.0,0.0,2020-12-30
30-39,0.0,0.0,2020-12-31
30-39,0.0,0.0,2021-01-01
30-39,0.0,0.0,2021-01-02
30-39,0.0,0.0,2021-01-03
30-39,0.0,0.0,2021-01-04
30-39,0.0,0.0,2021-01-05
30-39,0.0,0.0,2021-01-06
30-39,0.0,0.0,2021-01-07
30-39,0.0,0.0,2021-01-08
30-39,0.0,0.0,2021-01-09
30-39,0.0,0.0,2021-01-10
30-39,0.0,0.0,2021-01-11
30-39,0.0,0.0,2021-01-12
30-39,0.0,0.0,2021-01-13
30-39,0.0,0.0,2021-01-14
30-39,1.0,0.0,2021-01-15
30-39,1.0,0.0,2021-01-16
30-39,1.0,0.0,2021-01-17
30-39,1.0,0.0,2021-01-18
30-39,1.0,0.0,2021-01-19
30-39,1.0,0.0,2021-01-20
30-39,2.0,0.0,2021-01-21
30-39,2.0,0.0,2021-01-22
30-39,2.0,0.0,2021-01-23
30-39,2.0,0.0,2021-01-24
30-39,2.0,0.0,2021-01-25
30-39,3.0,0.0,2021-01-26
30-39,3.0,0.0,2021-01-27
30-39,3.0,0.0,2021-01-28
30-39,4.0,0.0,2021-01-29
30-39,4.0,0.0,2021-01-30
30-39,4.0,0.0,2021-01-31
30-39,4.0,0.0,2021-02-01
30-39,4.0,0.0,2021-02-02
30-39,5.0,0.0,2021-02-03
30-39,5.0,0.0,2021-02-04
30-39,5.0,1.0,2021-02-05
30-39,5.0,1.0,2021-02-06
30-39,5.0,1.0,2021-02-07
30-39,5.0,1.0,2021-02-08
30-39,5.0,1.0,2021-02-09
30-39,5.0,1.0,2021-02-10
30-39,6.0,1.0,2021-02-11
30-39,6.0,1.0,2021-02-12
30-39,6.0,1.0,2021-02-13
30-39,6.0,1.0,2021-02-14
30-39,6.0,2.0,2021-02-15
30-39,6.0,2.0,2021-02-16
30-39,6.0,3.0,2021-02-17
30-39,6.0,3.0,2021-02-18
30-39,6.0,3.0,2021-02-19
30-39,6.0,3.0,2021-02-20
30-39,6.0,4.0,2021-02-21
30-39,6.0,4.0,2021-02-22
30-39,6.0,4.0,2021-02-23
30-39,6.0,4.0,2021-02-24
30-39,6.0,5.0,2021-02-25
30-39,6.0,5.0,2021-02-26
30-39,7.0,5.0,2021-02-27
30-39,7.0,5.0,2021-02-28
30-39,7.0,5.0,2021-03-01
30-39,7.0,5.0,2021-03-02
30-39,7.0,5.0,2021-03-03
30-39,7.0,5.0,2021-03-04
30-39,7.0,5.0,2021-03-05
30-39,7.0,5.0,2021-03-06
30-39,7.0,5.0,2021-03-07
30-39,7.0,5.0,2021-03-08
30-39,8.0,5.0,2021-03-09
30-39,8.0,6.0,2021-03-10
30-39,8.0,6.0,2021-03-11
30-39,8.0,6.0,2021-03-12
30-39,8.0,6.0,2021-03-13
30-39,8.0,6.0,2021-03-14
30-39,9.0,6.0,2021-03-15
30-39,9.0,6.0,2021-03-16
30-39,9.0,6.0,2021-03-17
30-39,9.0,6.0,2021-03-18
30-39,10.0,6.0,2021-03-19
30-39,10.0,6.0,2021-03-20
30-39,10.0,6.0,2021-03-21
30-39,10.0,7.0,2021-03-22
30-39,10.0,7.0,2021-03-23
30-39,10.0,7.0,2021-03-24
30-39,10.0,7.0,2021-03-25
30-39,11.0,7.0,2021-03-26
30-39,11.0,7.0,2021-03-27
30-39,11.0,7.0,2021-03-28
30-39,11.0,7.0,2021-03-29
30-39,11.0,7.0,2021-03-30
30-39,11.0,8.0,2021-03-31
30-39,11.0,8.0,2021-04-01
30-39,11.0,8.0,2021-04-02
30-39,12.0,8.0,2021-04-03
30-39,12.0,8.0,2021-04-04
30-39,12.0,8.0,2021-04-05
30-39,12.0,8.0,2021-04-06
30-39,12.0,8.0,2021-04-07
30-39,12.0,9.0,2021-04-08
30-39,12.0,9.0,2021-04-09
30-39,12.0,9.0,2021-04-10
30-39,13.0,9.0,2021-04-11
30-39,13.0,10.0,2021-04-12
30-39,13.0,10.0,2021-04-13
30-39,13.0,10.0,2021-04-14
30-39,13.0,10.0,2021-04-15
30-39,13.0,10.0,2021-04-16
30-39,13.0,10.0,2021-04-17
30-39,13.0,10.0,2021-04-18
30-39,13.0,11.0,2021-04-19
30-39,13.0,11.0,2021-04-20
30-39,13.0,11.0,2021-04-21
30-39,14.0,11.0,2021-04-22
30-39,14.0,11.0,2021-04-23
30-39,14.0,11.0,2021-04-24
30-39,14.0,11.0,2021-04-25
30-39,14.0,12.0,2021-04-26
30-39,14.0,12.0,2021-04-27
30-39,14.0,12.0,2021-04-28
30-39,14.0,12.0,2021-04-29
30-39,15.0,12.0,2021-04-30
30-39,15.0,12.0,2021-05-01
30-39,15.0,12.0,2021-05-02
30-39,15.0,12.0,2021-05-03
30-39,15.0,12.0,2021-05-04
30-39,15.0,12.0,2021-05-05
30-39,15.0,12.0,2021-05-06
30-39,16.0,13.0,2021-05-07
30-39,16.0,13.0,2021-05-08
30-39,16.0,13.0,2021-05-09
30-39,16.0,13.0,2021-05-10
30-39,17.0,13.0,2021-05-11
30-39,17.0,13.0,2021-05-12
30-39,17.0,13.0,2021-05-13
30-39,17.0,13.0,2021-05-14
30-39,17.0,13.0,2021-05-15
30-39,17.0,13.0,2021-05-16
30-39,18.0,13.0,2021-05-17
30-39,18.0,13.0,2021-05-18
30-39,18.0,14.0,2021-05-19
30-39,19.0,14.0,2021-05-20
30-39,19.0,14.0,2021-05-21
30-39,19.0,14.0,2021-05-22
30-39,19.0,14.0,2021-05-23
30-39,20.0,14.0,2021-05-24
30-39,20.0,14.0,2021-05-25
30-39,20.0,14.0,2021-05-26
30-39,21.0,14.0,2021-05-27
30-39,21.0,15.0,2021-05-28
30-39,21.0,15.0,2021-05-29
30-39,21.0,15.0,2021-05-30
30-39,22.0,15.0,2021-05-31
30-39,22.0,15.0,2021-06-01
30-39,22.0,15.0,2021-06-02
30-39,22.0,15.0,2021-06-03
30-39,23.0,16.0,2021-06-04
30-39,23.0,16.0,2021-06-05
30-39,23.0,16.0,2021-06-06
30-39,23.0,16.0,2021-06-07
30-39,23.0,16.0,2021-06-08
30-39,24.0,17.0,2021-06-09
30-39,24.0,17.0,2021-06-10
30-39,24.0,17.0,2021-06-11
30-39,25.0,17.0,2021-06-12
30-39,25.0,18.0,2021-06-13
30-39,26.0,18.0,2021-06-14
30-39,27.0,18.0,2021-06-15
30-39,27.0,18.0,2021-06-16
30-39,28.0,18.0,2021-06-17
30-39,29.0,18.0,2021-06-18
30-39,30.0,18.0,2021-06-19
30-39,30.0,18.0,2021-06-20
30-39,31.0,19.0,2021-06-21
30-39,32.0,19.0,2021-06-22
30-39,33.0,19.0,2021-06-23
30-39,35.0,19.0,2021-06-24
30-39,36.0,19.0,2021-06-25
30-39,38.0,19.0,2021-06-26
30-39,39.0,19.0,2021-06-27
30-39,41.0,19.0,2021-06-28
30-39,43.0,20.0,2021-06-29
30-39,45.0,20.0,2021-06-30
30-39,48.0,20.0,2021-07-01
30-39,51.0,20.0,2021-07-02
30-39,54.0,20.0,2021-07-03
30-39,57.0,20.0,2021-07-04
30-39,60.0,21.0,2021-07-05
30-39,63.0,21.0,2021-07-06
30-39,66.0,21.0,2021-07-07
30-39,69.0,21.0,2021-07-08
30-39,71.0,22.0,2021-07-09
30-39,73.0,22.0,2021-07-10
30-39,75.0,22.0,2021-07-11
30-39,77.0,23.0,2021-07-12
30-39,78.0,23.0,2021-07-13
30-39,79.0,24.0,2021-07-14
30-39,80.0,25.0,2021-07-15
30-39,81.0,25.0,2021-07-16
30-39,82.0,26.0,2021-07-17
30-39,82.0,27.0,2021-07-18
30-39,83.0,27.0,2021-07-19
30-39,83.0,27.0,2021-07-20
30-39,83.0,29.0,2021-07-21
30-39,84.0,30.0,2021-07-22
30-39,84.0,31.0,2021-07-23
30-39,85.0,33.0,2021-07-24
30-39,85.0,34.0,2021-07-25
30-39,85.0,36.0,2021-07-26
30-39,86.0,37.0,2021-07-27
30-39,86.0,39.0,2021-07-28
30-39,87.0,41.0,2021-07-29
30-39,87.0,44.0,2021-07-30
30-39,87.0,46.0,2021-07-31
30-39,87.0,48.0,2021-08-01
30-39,87.0,51.0,2021-08-02
30-39,88.0,53.0,2021-08-03
30-39,88.0,55.0,2021-08-04
30-39,88.0,58.0,2021-08-05
30-39,88.0,61.0,2021-08-06
30-39,89.0,63.0,2021-08-07
30-39,89.0,65.0,2021-08-08
30-39,89.0,66.0,2021-08-09
30-39,89.0,68.0,2021-08-10
30-39,90.0,69.0,2021-08-11
30-39,90.0,71.0,2021-08-12
30-39,90.0,72.0,2021-08-13
30-39,90.0,74.0,2021-08-14
30-39,91.0,75.0,2021-08-15
30-39,91.0,76.0,2021-08-16
30-39,91.0,76.0,2021-08-17
30-39,91.0,77.0,2021-08-18
30-39,91.0,77.0,2021-08-19
30-39,92.0,78.0,2021-08-20
30-39,92.0,78.0,2021-08-21
30-39,92.0,78.0,2021-08-22
30-39,92.0,79.0,2021-08-23
30-39,92.0,79.0,2021-08-24
30-39,92.0,79.0,2021-08-25
30-39,92.0,79.0,2021-08-26
30-39,92.0,80.0,2021-08-27
30-39,92.0,80.0,2021-08-28
30-39,93.0,80.0,2021-08-29
30-39,93.0,80.0,2021-08-30
30-39,93.0,81.0,2021-08-31
30-39,93.0,81.0,2021-09-01
30-39,93.0,81.0,2021-09-02
30-39,93.0,81.0,2021-09-03
30-39,93.0,82.0,2021-09-04
30-39,93.0,82.0,2021-09-05
30-39,93.0,82.0,2021-09-06
30-39,93.0,82.0,2021-09-07
30-39,93.0,83.0,2021-09-08
30-39,93.0,83.0,2021-09-09
30-39,93.0,83.0,2021-09-10
30-39,94.0,83.0,2021-09-11
30-39,94.0,83.0,2021-09-12
30-39,94.0,83.0,2021-09-13
30-39,94.0,84.0,2021-09-14
30-39,94.0,84.0,2021-09-15
30-39,94.0,84.0,2021-09-16
30-39,94.0,84.0,2021-09-17
30-39,94.0,84.0,2021-09-18
30-39,94.0,84.0,2021-09-19
30-39,94.0,84.0,2021-09-20
30-39,94.0,84.0,2021-09-21
30-39,94.0,84.0,2021-09-22
30-39,94.0,85.0,2021-09-23
30-39,94.0,85.0,2021-09-24
30-39,94.0,85.0,2021-09-25
30-39,94.0,85.0,2021-09-26
30-39,94.0,85.0,2021-09-27
30-39,95.0,85.0,2021-09-28
30-39,95.0,85.0,2021-09-29
30-39,95.0,85.0,2021-09-30
30-39,95.0,85.0,2021-10-01
30-39,95.0,85.0,2021-10-02
30-39,95.0,85.0,2021-10-03
30-39,95.0,85.0,2021-10-04
30-39,95.0,85.0,2021-10-05
30-39,95.0,85.0,2021-10-06
30-39,95.0,86.0,2021-10-07
30-39,95.0,86.0,2021-10-08
30-39,95.0,86.0,2021-10-09
30-39,95.0,86.0,2021-10-10
30-39,95.0,86.0,2021-10-11
30-39,95.0,86.0,2021-10-12
30-39,95.0,86.0,2021-10-13
30-39,95.0,86.0,2021-10-14
30-39,95.0,86.0,2021-10-15
30-39,95.0,86.0,2021-10-16
30-39,95.0,86.0,2021-10-17
30-39,95.0,86.0,2021-10-18
30-39,95.0,86.0,2021-10-19
30-39,95.0,86.0,2021-10-20
30-39,96.0,86.0,2021-10-21
30-39,96.0,86.0,2021-10-22
30-39,96.0,86.0,2021-10-23
30-39,96.0,86.0,2021-10-24
30-39,96.0,87.0,2021-10-25
30-39,96.0,87.0,2021-10-26
30-39,96.0,87.0,2021-10-27
30-39,96.0,87.0,2021-10-28
30-39,96.0,87.0,2021-10-29
30-39,96.0,87.0,2021-10-30
30-39,96.0,87.0,2021-10-31
30-39,96.0,87.0,2021-11-01
30-39,96.0,87.0,2021-11-02
30-39,96.0,87.0,2021-11-03
30-39,96.0,87.0,2021-11-04
30-39,96.0,87.0,2021-11-05
30-39,96.0,87.0,2021-11-06
30-39,96.0,87.0,2021-11-07
30-39,96.0,87.0,2021-11-08
30-39,96.0,87.0,2021-11-09
30-39,96.0,88.0,2021-11-10
30-39,96.0,88.0,2021-11-11
30-39,96.0,88.0,2021-11-12
30-39,96.0,88.0,2021-11-13
30-39,96.0,88.0,2021-11-14
30-39,96.0,88.0,2021-11-15
30-39,96.0,88.0,2021-11-16
30-39,96.0,88.0,2021-11-17
30-39,96.0,88.0,2021-11-18
30-39,96.0,88.0,2021-11-19
30-39,96.0,88.0,2021-11-20
30-39,96.0,88.0,2021-11-21
30-39,96.0,88.0,2021-11-22
30-39,96.0,88.0,2021-11-23
30-39,96.0,88.0,2021-11-24
30-39,96.0,89.0,2021-11-25
30-39,96.0,89.0,2021-11-26
30-39,96.0,89.0,2021-11-27
30-39,96.0,89.0,2021-11-28
30-39,96.0,89.0,2021-11-29
30-39,96.0,89.0,2021-11-30
30-39,97.0,89.0,2021-12-01
30-39,97.0,89.0,2021-12-02
30-39,97.0,89.0,2021-12-03
30-39,97.0,89.0,2021-12-04
30-39,97.0,89.0,2021-12-05
30-39,97.0,89.0,2021-12-06
30-39,97.0,89.0,2021-12-07
30-39,97.0,89.0,2021-12-08
30-39,97.0,89.0,2021-12-09
30-39,97.0,90.0,2021-12-10
30-39,97.0,90.0,2021-12-11
30-39,97.0,90.0,2021-12-12
30-39,97.0,90.0,2021-12-13
30-39,97.0,90.0,2021-12-14
30-39,97.0,90.0,2021-12-15
30-39,97.0,90.0,2021-12-16
30-39,97.0,90.0,2021-12-17
30-39,97.0,90.0,2021-12-18
30-39,97.0,90.0,2021-12-19
30-39,97.0,90.0,2021-12-20
30-39,97.0,90.0,2021-12-21
30-39,97.0,90.0,2021-12-22
30-39,97.0,90.0,2021-12-23
30-39,97.0,90.0,2021-12-24
30-39,97.0,90.0,2021-12-25
30-39,97.0,90.0,2021-12-26
30-39,97.0,90.0,2021-12-27
30-39,97.0,90.0,2021-12-28
30-39,97.0,91.0,2021-12-29
30-39,97.0,91.0,2021-12-30
30-39,97.0,91.0,2021-12-31
30-39,97.0,91.0,2022-01-01
30-39,97.0,91.0,2022-01-02
30-39,97.0,91.0,2022-01-03
30-39,97.0,91.0,2022-01-04
30-39,97.0,91.0,2022-01-05
30-39,97.0,91.0,2022-01-06
30-39,97.0,91.0,2022-01-07
30-39,97.0,91.0,2022-01-08
30-39,97.0,91.0,2022-01-09
30-39,97.0,91.0,2022-01-10
30-39,97.0,91.0,2022-01-11
30-39,97.0,91.0,2022-01-12
30-39,97.0,91.0,2022-01-13
30-39,97.0,91.0,2022-01-14
30-39,97.0,91.0,2022-01-15
30-39,97.0,91.0,2022-01-16
30-39,97.0,91.0,2022-01-17
30-39,97.0,91.0,2022-01-18
30-39,97.0,91.0,2022-01-19
30-39,97.0,91.0,2022-01-20
30-39,97.0,91.0,2022-01-21
30-39,97.0,91.0,2022-01-22
30-39,97.0,91.0,2022-01-23
30-39,97.0,92.0,2022-01-24
30-39,97.0,92.0,2022-01-25
30-39,97.0,92.0,2022-01-26
30-39,97.0,92.0,2022-01-27
30-39,97.0,92.0,2022-01-28
30-39,97.0,92.0,2022-01-29
30-39,97.0,92.0,2022-01-30
30-39,97.0,92.0,2022-01-31
30-39,97.0,92.0,2022-02-01
30-39,97.0,92.0,2022-02-02
30-39,97.0,92.0,2022-02-03
30-39,97.0,92.0,2022-02-04
30-39,97.0,92.0,2022-02-05
30-39,97.0,92.0,2022-02-06
30-39,97.0,92.0,2022-02-07
30-39,97.0,92.0,2022-02-08
30-39,97.0,92.0,2022-02-09
30-39,97.0,92.0,2022-02-10
30-39,97.0,92.0,2022-02-11
30-39,97.0,92.0,2022-02-12
30-39,97.0,92.0,2022-02-13
30-39,97.0,92.0,2022-02-14
30-39,97.0,92.0,2022-02-15
30-39,97.0,92.0,2022-02-16
30-39,97.0,92.0,2022-02-17
30-39,97.0,93.0,2022-02-18
30-39,97.0,93.0,2022-02-19
30-39,97.0,93.0,2022-02-20
30-39,97.0,93.0,2022-02-21
30-39,97.0,93.0,2022-02-22
30-39,97.0,93.0,2022-02-23
30-39,97.0,93.0,2022-02-24
30-39,97.0,93.0,2022-02-25
30-39,97.0,93.0,2022-02-26
30-39,97.0,93.0,2022-02-27
30-39,97.0,93.0,2022-02-28
30-39,97.0,93.0,2022-03-01
30-39,97.0,93.0,2022-03-02
30-39,97.0,93.0,2022-03-03
30-39,97.0,93.0,2022-03-04
30-39,97.0,93.0,2022-03-05
30-39,97.0,93.0,2022-03-06
30-39,97.0,93.0,2022-03-07
30-39,97.0,93.0,2022-03-08
30-39,97.0,93.0,2022-03-09
30-39,97.0,93.0,2022-03-10
30-39,97.0,93.0,2022-03-11
30-39,97.0,93.0,2022-03-12
30-39,97.0,93.0,2022-03-13
30-39,97.0,93.0,2022-03-14
30-39,97.0,94.0,2022-03-15
30-39,97.0,94.0,2022-03-16
30-39,97.0,94.0,2022-03-17
30-39,97.0,94.0,2022-03-18
30-39,97.0,94.0,2022-03-19
30-39,97.0,94.0,2022-03-20
30-39,97.0,94.0,2022-03-21
30-39,97.0,94.0,2022-03-22
30-39,97.0,94.0,2022-03-23
30-39,97.0,94.0,2022-03-24
30-39,97.0,94.0,2022-03-25
30-39,97.0,94.0,2022-03-26
30-39,97.0,94.0,2022-03-27
30-39,97.0,94.0,2022-03-28
30-39,97.0,94.0,2022-03-29
30-39,97.0,95.0,2022-03-30
30-39,97.0,95.0,2022-03-31
30-39,97.0,95.0,2022-04-01
30-39,97.0,95.0,2022-04-02
30-39,97.0,95.0,2022-04-03
30-39,97.0,95.0,2022-04-04
30-39,97.0,95.0,2022-04-05
30-39,97.0,95.0,2022-04-06
30-39,97.0,95.0,2022-04-07
30-39,97.0,95.0,2022-04-08
30-39,97.0,95.0,2022-04-09
30-39,97.0,95.0,2022-04-10
30-39,97.0,95.0,2022-04-11
30-39,97.0,95.0,2022-04-12
30-39,97.0,95.0,2022-04-13
30-39,97.0,95.0,2022-04-14
30-39,97.0,95.0,2022-04-15
30-39,97.0,95.0,2022-04-16
30-39,97.0,95.0,2022-04-17
30-39,97.0,95.0,2022-04-18
30-39,97.0,95.0,2022-04-19
30-39,97.0,96.0,2022-04-20
30-39,97.0,96.0,2022-04-21
30-39,97.0,96.0,2022-04-22
30-39,97.0,96.0,2022-04-23
