agecat,first_dose_pcttakeup,full_regimen_pcttakeup,vacc_date
12-19,8.0,2.0,2021-06-04
12-19,10.0,2.0,2021-06-05
12-19,12.0,3.0,2021-06-06
12-19,13.0,3.0,2021-06-07
12-19,15.0,3.0,2021-06-08
12-19,18.0,3.0,2021-06-09
12-19,21.0,3.0,2021-06-10
12-19,23.0,3.0,2021-06-11
12-19,26.0,3.0,2021-06-12
12-19,29.0,3.0,2021-06-13
12-19,32.0,3.0,2021-06-14
12-19,36.0,3.0,2021-06-15
12-19,40.0,3.0,2021-06-16
12-19,45.0,3.0,2021-06-17
12-19,49.0,3.0,2021-06-18
12-19,52.0,3.0,2021-06-19
12-19,55.0,3.0,2021-06-20
12-19,59.0,3.0,2021-06-21
12-19,61.0,3.0,2021-06-22
12-19,64.0,3.0,2021-06-23
12-19,66.0,3.0,2021-06-24
12-19,68.0,3.0,2021-06-25
12-19,69.0,3.0,2021-06-26
12-19,70.0,3.0,2021-06-27
12-19,71.0,3.0,2021-06-28
12-19,71.0,3.0,2021-06-29
12-19,72.0,3.0,2021-06-30
12-19,72.0,3.0,2021-07-01
12-19,73.0,3.0,2021-07-02
12-19,73.0,4.0,2021-07-03
12-19,74.0,4.0,2021-07-04
12-19,75.0,4.0,2021-07-05
12-19,75.0,4.0,2021-07-06
12-19,76.0,4.0,2021-07-07
12-19,77.0,4.0,2021-07-08
12-19,78.0,5.0,2021-07-09
12-19,79.0,6.0,2021-07-10
12-19,79.0,7.0,2021-07-11
12-19,79.0,9.0,2021-07-12
12-19,80.0,10.0,2021-07-13
12-19,80.0,12.0,2021-07-14
12-19,80.0,14.0,2021-07-15
12-19,81.0,19.0,2021-07-16
12-19,81.0,25.0,2021-07-17
12-19,81.0,30.0,2021-07-18
12-19,81.0,31.0,2021-07-19
12-19,81.0,31.0,2021-07-20
12-19,81.0,34.0,2021-07-21
12-19,82.0,37.0,2021-07-22
12-19,82.0,42.0,2021-07-23
12-19,82.0,47.0,2021-07-24
12-19,82.0,49.0,2021-07-25
12-19,82.0,51.0,2021-07-26
12-19,83.0,53.0,2021-07-27
12-19,83.0,55.0,2021-07-28
12-19,83.0,57.0,2021-07-29
12-19,83.0,59.0,2021-07-30
12-19,83.0,62.0,2021-07-31
12-19,83.0,64.0,2021-08-01
12-19,83.0,65.0,2021-08-02
12-19,83.0,66.0,2021-08-03
12-19,84.0,68.0,2021-08-04
12-19,84.0,70.0,2021-08-05
12-19,84.0,73.0,2021-08-06
12-19,84.0,75.0,2021-08-07
12-19,84.0,77.0,2021-08-08
12-19,84.0,77.0,2021-08-09
12-19,85.0,78.0,2021-08-10
12-19,85.0,78.0,2021-08-11
12-19,85.0,78.0,2021-08-12
12-19,85.0,79.0,2021-08-13
12-19,86.0,80.0,2021-08-14
12-19,86.0,80.0,2021-08-15
12-19,86.0,80.0,2021-08-16
12-19,86.0,80.0,2021-08-17
12-19,86.0,81.0,2021-08-18
12-19,86.0,81.0,2021-08-19
12-19,87.0,81.0,2021-08-20
12-19,87.0,81.0,2021-08-21
12-19,87.0,81.0,2021-08-22
12-19,87.0,82.0,2021-08-23
12-19,87.0,82.0,2021-08-24
12-19,87.0,82.0,2021-08-25
12-19,87.0,82.0,2021-08-26
12-19,87.0,82.0,2021-08-27
12-19,88.0,83.0,2021-08-28
12-19,88.0,83.0,2021-08-29
12-19,88.0,83.0,2021-08-30
12-19,88.0,83.0,2021-08-31
12-19,88.0,83.0,2021-09-01
12-19,88.0,83.0,2021-09-02
12-19,88.0,84.0,2021-09-03
12-19,88.0,84.0,2021-09-04
12-19,88.0,85.0,2021-09-05
12-19,88.0,85.0,2021-09-06
12-19,88.0,85.0,2021-09-07
12-19,89.0,85.0,2021-09-08
12-19,89.0,85.0,2021-09-09
12-19,89.0,85.0,2021-09-10
12-19,89.0,86.0,2021-09-11
12-19,89.0,86.0,2021-09-12
12-19,89.0,86.0,2021-09-13
12-19,89.0,86.0,2021-09-14
12-19,89.0,86.0,2021-09-15
12-19,89.0,86.0,2021-09-16
12-19,89.0,86.0,2021-09-17
12-19,89.0,86.0,2021-09-18
12-19,89.0,87.0,2021-09-19
12-19,89.0,87.0,2021-09-20
12-19,89.0,87.0,2021-09-21
12-19,89.0,87.0,2021-09-22
12-19,89.0,87.0,2021-09-23
12-19,89.0,87.0,2021-09-24
12-19,89.0,87.0,2021-09-25
12-19,89.0,87.0,2021-09-26
12-19,90.0,87.0,2021-09-27
12-19,90.0,87.0,2021-09-28
12-19,90.0,87.0,2021-09-29
12-19,90.0,87.0,2021-09-30
12-19,90.0,87.0,2021-10-01
12-19,90.0,88.0,2021-10-02
12-19,90.0,88.0,2021-10-03
12-19,90.0,88.0,2021-10-04
12-19,90.0,88.0,2021-10-05
12-19,90.0,88.0,2021-10-06
12-19,90.0,88.0,2021-10-07
12-19,91.0,88.0,2021-10-08
12-19,91.0,88.0,2021-10-09
12-19,91.0,88.0,2021-10-10
12-19,91.0,88.0,2021-10-11
12-19,91.0,88.0,2021-10-12
12-19,91.0,88.0,2021-10-13
12-19,91.0,88.0,2021-10-14
12-19,92.0,88.0,2021-10-15
12-19,92.0,89.0,2021-10-16
12-19,92.0,89.0,2021-10-17
12-19,92.0,89.0,2021-10-18
12-19,92.0,89.0,2021-10-19
12-19,92.0,89.0,2021-10-20
12-19,92.0,89.0,2021-10-21
12-19,92.0,89.0,2021-10-22
12-19,92.0,89.0,2021-10-23
12-19,92.0,89.0,2021-10-24
12-19,93.0,89.0,2021-10-25
12-19,93.0,89.0,2021-10-26
12-19,93.0,89.0,2021-10-27
12-19,93.0,89.0,2021-10-28
12-19,93.0,89.0,2021-10-29
12-19,93.0,90.0,2021-10-30
12-19,93.0,90.0,2021-10-31
12-19,93.0,90.0,2021-11-01
12-19,93.0,90.0,2021-11-02
12-19,93.0,90.0,2021-11-03
12-19,93.0,90.0,2021-11-04
12-19,93.0,90.0,2021-11-05
12-19,93.0,91.0,2021-11-06
12-19,93.0,91.0,2021-11-07
12-19,93.0,91.0,2021-11-08
12-19,93.0,91.0,2021-11-09
12-19,93.0,91.0,2021-11-10
12-19,93.0,91.0,2021-11-11
12-19,94.0,91.0,2021-11-12
12-19,94.0,91.0,2021-11-13
12-19,94.0,91.0,2021-11-14
12-19,94.0,92.0,2021-11-15
12-19,94.0,92.0,2021-11-16
12-19,94.0,92.0,2021-11-17
12-19,94.0,92.0,2021-11-18
12-19,94.0,92.0,2021-11-19
12-19,94.0,92.0,2021-11-20
12-19,94.0,92.0,2021-11-21
12-19,94.0,92.0,2021-11-22
12-19,94.0,92.0,2021-11-23
12-19,94.0,92.0,2021-11-24
12-19,94.0,92.0,2021-11-25
12-19,94.0,92.0,2021-11-26
12-19,94.0,92.0,2021-11-27
12-19,95.0,92.0,2021-11-28
12-19,95.0,92.0,2021-11-29
12-19,95.0,92.0,2021-11-30
12-19,95.0,93.0,2021-12-01
12-19,95.0,93.0,2021-12-02
12-19,95.0,93.0,2021-12-03
12-19,95.0,93.0,2021-12-04
12-19,95.0,93.0,2021-12-05
12-19,95.0,93.0,2021-12-06
12-19,95.0,93.0,2021-12-07
12-19,95.0,93.0,2021-12-08
12-19,95.0,93.0,2021-12-09
12-19,95.0,93.0,2021-12-10
12-19,95.0,93.0,2021-12-11
12-19,95.0,93.0,2021-12-12
12-19,95.0,93.0,2021-12-13
12-19,95.0,93.0,2021-12-14
12-19,95.0,93.0,2021-12-15
12-19,95.0,94.0,2021-12-16
12-19,95.0,94.0,2021-12-17
12-19,95.0,94.0,2021-12-18
12-19,95.0,94.0,2021-12-19
12-19,96.0,94.0,2021-12-20
12-19,96.0,94.0,2021-12-21
12-19,96.0,94.0,2021-12-22
12-19,96.0,94.0,2021-12-23
12-19,96.0,94.0,2021-12-24
12-19,96.0,94.0,2021-12-25
12-19,96.0,94.0,2021-12-26
12-19,96.0,94.0,2021-12-27
12-19,96.0,94.0,2021-12-28
12-19,96.0,94.0,2021-12-29
12-19,96.0,94.0,2021-12-30
12-19,96.0,94.0,2021-12-31
12-19,96.0,94.0,2022-01-01
12-19,96.0,95.0,2022-01-02
12-19,96.0,95.0,2022-01-03
12-19,96.0,95.0,2022-01-04
12-19,96.0,95.0,2022-01-05
12-19,96.0,95.0,2022-01-06
12-19,96.0,95.0,2022-01-07
12-19,96.0,95.0,2022-01-08
12-19,96.0,95.0,2022-01-09
12-19,96.0,95.0,2022-01-10
12-19,96.0,95.0,2022-01-11
12-19,96.0,95.0,2022-01-12
12-19,96.0,95.0,2022-01-13
12-19,96.0,95.0,2022-01-14
12-19,96.0,95.0,2022-01-15
12-19,96.0,95.0,2022-01-16
12-19,96.0,95.0,2022-01-17
12-19,96.0,95.0,2022-01-18
12-19,96.0,95.0,2022-01-19
12-19,96.0,95.0,2022-01-20
12-19,96.0,95.0,2022-01-21
12-19,97.0,95.0,2022-01-22
12-19,97.0,96.0,2022-01-23
12-19,97.0,96.0,2022-01-24
12-19,97.0,96.0,2022-01-25
12-19,97.0,96.0,2022-01-26
12-19,97.0,96.0,2022-01-27
12-19,97.0,96.0,2022-01-28
12-19,97.0,96.0,2022-01-29
12-19,97.0,96.0,2022-01-30
12-19,97.0,96.0,2022-01-31
12-19,97.0,96.0,2022-02-01
12-19,97.0,96.0,2022-02-02
12-19,97.0,96.0,2022-02-03
12-19,97.0,96.0,2022-02-04
12-19,97.0,96.0,2022-02-05
12-19,97.0,96.0,2022-02-06
12-19,97.0,96.0,2022-02-07
12-19,97.0,96.0,2022-02-08
12-19,97.0,96.0,2022-02-09
12-19,97.0,96.0,2022-02-10
12-19,97.0,96.0,2022-02-11
12-19,97.0,96.0,2022-02-12
12-19,97.0,96.0,2022-02-13
12-19,97.0,96.0,2022-02-14
12-19,97.0,96.0,2022-02-15
12-19,97.0,96.0,2022-02-16
12-19,97.0,96.0,2022-02-17
12-19,97.0,96.0,2022-02-18
12-19,97.0,96.0,2022-02-19
12-19,97.0,96.0,2022-02-20
12-19,97.0,96.0,2022-02-21
12-19,97.0,96.0,2022-02-22
12-19,97.0,96.0,2022-02-23
12-19,97.0,96.0,2022-02-24
12-19,97.0,96.0,2022-02-25
12-19,97.0,96.0,2022-02-26
12-19,97.0,96.0,2022-02-27
12-19,97.0,96.0,2022-02-28
12-19,97.0,96.0,2022-03-01
12-19,97.0,96.0,2022-03-02
12-19,97.0,96.0,2022-03-03
12-19,97.0,96.0,2022-03-04
12-19,97.0,96.0,2022-03-05
12-19,97.0,96.0,2022-03-06
12-19,97.0,96.0,2022-03-07
12-19,97.0,96.0,2022-03-08
12-19,97.0,96.0,2022-03-09
12-19,97.0,96.0,2022-03-10
12-19,97.0,96.0,2022-03-11
12-19,97.0,96.0,2022-03-12
12-19,97.0,96.0,2022-03-13
12-19,97.0,96.0,2022-03-14
12-19,97.0,96.0,2022-03-15
12-19,97.0,96.0,2022-03-16
12-19,97.0,96.0,2022-03-17
12-19,97.0,96.0,2022-03-18
12-19,97.0,96.0,2022-03-19
12-19,97.0,96.0,2022-03-20
12-19,97.0,96.0,2022-03-21
12-19,97.0,96.0,2022-03-22
12-19,97.0,96.0,2022-03-23
12-19,97.0,97.0,2022-03-24
12-19,97.0,97.0,2022-03-25
12-19,97.0,97.0,2022-03-26
12-19,97.0,97.0,2022-03-27
12-19,97.0,97.0,2022-03-28
12-19,97.0,97.0,2022-03-29
12-19,97.0,97.0,2022-03-30
12-19,97.0,97.0,2022-03-31
12-19,97.0,97.0,2022-04-01
12-19,97.0,97.0,2022-04-02
12-19,97.0,97.0,2022-04-03
12-19,97.0,97.0,2022-04-04
12-19,97.0,97.0,2022-04-05
12-19,97.0,97.0,2022-04-06
12-19,97.0,97.0,2022-04-07
12-19,97.0,97.0,2022-04-08
12-19,97.0,97.0,2022-04-09
12-19,97.0,97.0,2022-04-10
12-19,97.0,97.0,2022-04-11
12-19,97.0,97.0,2022-04-12
12-19,97.0,97.0,2022-04-13
12-19,97.0,97.0,2022-04-14
12-19,97.0,97.0,2022-04-15
12-19,97.0,97.0,2022-04-16
12-19,97.0,97.0,2022-04-17
12-19,97.0,97.0,2022-04-18
12-19,97.0,97.0,2022-04-19
12-19,97.0,97.0,2022-04-20
12-19,97.0,97.0,2022-04-21
12-19,97.0,97.0,2022-04-22
12-19,97.0,97.0,2022-04-23
12-19,97.0,97.0,2022-04-24
12-19,97.0,97.0,2022-04-25
12-19,97.0,97.0,2022-04-26
12-19,97.0,97.0,2022-04-27
12-19,97.0,97.0,2022-04-28
12-19,97.0,97.0,2022-04-29
12-19,97.0,97.0,2022-04-30
12-19,97.0,97.0,2022-05-01
12-19,97.0,97.0,2022-05-02
12-19,97.0,97.0,2022-05-03
12-19,97.0,97.0,2022-05-04
12-19,97.0,97.0,2022-05-05
12-19,97.0,97.0,2022-05-06
12-19,97.0,97.0,2022-05-07
12-19,97.0,97.0,2022-05-08
12-19,97.0,97.0,2022-05-09
12-19,97.0,97.0,2022-05-10
12-19,97.0,97.0,2022-05-11
12-19,97.0,97.0,2022-05-12
12-19,97.0,97.0,2022-05-13
12-19,97.0,97.0,2022-05-14
12-19,97.0,97.0,2022-05-15
12-19,97.0,97.0,2022-05-16
12-19,97.0,97.0,2022-05-17
12-19,97.0,97.0,2022-05-18
12-19,97.0,97.0,2022-05-19
12-19,97.0,97.0,2022-05-20
12-19,97.0,97.0,2022-05-21
12-19,97.0,97.0,2022-05-22
12-19,97.0,97.0,2022-05-23
12-19,97.0,97.0,2022-05-24
12-19,97.0,97.0,2022-05-25
12-19,97.0,97.0,2022-05-26
12-19,97.0,97.0,2022-05-27
12-19,97.0,97.0,2022-05-28
12-19,97.0,97.0,2022-05-29
12-19,97.0,97.0,2022-05-30
12-19,97.0,97.0,2022-05-31
12-19,97.0,97.0,2022-06-01
12-19,97.0,97.0,2022-06-02
12-19,97.0,97.0,2022-06-03
12-19,97.0,97.0,2022-06-04
12-19,97.0,97.0,2022-06-05
12-19,97.0,97.0,2022-06-06
12-19,97.0,97.0,2022-06-07
12-19,97.0,97.0,2022-06-08
12-19,97.0,97.0,2022-06-09
12-19,97.0,97.0,2022-06-10
12-19,97.0,97.0,2022-06-11
12-19,97.0,97.0,2022-06-12
12-19,97.0,97.0,2022-06-13
12-19,97.0,97.0,2022-06-14
12-19,97.0,97.0,2022-06-15
12-19,97.0,97.0,2022-06-16
12-19,97.0,97.0,2022-06-17
12-19,97.0,97.0,2022-06-18
12-19,97.0,97.0,2022-06-19
12-19,97.0,97.0,2022-06-20
12-19,97.0,97.0,2022-06-21
12-19,97.0,97.0,2022-06-22
12-19,97.0,97.0,2022-06-23
12-19,97.0,97.0,2022-06-24
12-19,97.0,97.0,2022-06-25
12-19,97.0,97.0,2022-06-26
12-19,97.0,97.0,2022-06-27
12-19,97.0,97.0,2022-06-28
12-19,97.0,97.0,2022-06-29
12-19,97.0,97.0,2022-06-30
12-19,97.0,97.0,2022-07-01
12-19,97.0,97.0,2022-07-02
12-19,97.0,97.0,2022-07-03
12-19,97.0,97.0,2022-07-04
12-19,97.0,97.0,2022-07-05
12-19,97.0,97.0,2022-07-06
12-19,97.0,97.0,2022-07-07
12-19,97.0,97.0,2022-07-08
12-19,97.0,97.0,2022-07-09
12-19,97.0,97.0,2022-07-10
12-19,97.0,97.0,2022-07-11
12-19,97.0,97.0,2022-07-12
12-19,97.0,97.0,2022-07-13
12-19,97.0,97.0,2022-07-14
12-19,97.0,97.0,2022-07-15
12-19,97.0,97.0,2022-07-16
12-19,97.0,97.0,2022-07-17
12-19,97.0,97.0,2022-07-18
12-19,97.0,97.0,2022-07-19
12-19,97.0,97.0,2022-07-20
12-19,97.0,97.0,2022-07-21
12-19,97.0,97.0,2022-07-22
12-19,97.0,97.0,2022-07-23
12-19,97.0,97.0,2022-07-24
12-19,97.0,97.0,2022-07-25
20-29,0.0,0.0,2020-12-30
20-29,0.0,0.0,2020-12-31
20-29,0.0,0.0,2021-01-01
20-29,0.0,0.0,2021-01-02
20-29,0.0,0.0,2021-01-03
20-29,0.0,0.0,2021-01-04
20-29,0.0,0.0,2021-01-05
20-29,0.0,0.0,2021-01-06
20-29,0.0,0.0,2021-01-07
20-29,0.0,0.0,2021-01-08
20-29,0.0,0.0,2021-01-09
20-29,0.0,0.0,2021-01-10
20-29,0.0,0.0,2021-01-11
20-29,0.0,0.0,2021-01-12
20-29,0.0,0.0,2021-01-13
20-29,0.0,0.0,2021-01-14
20-29,0.0,0.0,2021-01-15
20-29,0.0,0.0,2021-01-16
20-29,1.0,0.0,2021-01-17
20-29,1.0,0.0,2021-01-18
20-29,1.0,0.0,2021-01-19
20-29,1.0,0.0,2021-01-20
20-29,1.0,0.0,2021-01-21
20-29,2.0,0.0,2021-01-22
20-29,2.0,0.0,2021-01-23
20-29,2.0,0.0,2021-01-24
20-29,2.0,0.0,2021-01-25
20-29,2.0,0.0,2021-01-26
20-29,3.0,0.0,2021-01-27
20-29,3.0,0.0,2021-01-28
20-29,4.0,0.0,2021-01-29
20-29,4.0,0.0,2021-01-30
20-29,4.0,0.0,2021-01-31
20-29,4.0,0.0,2021-02-01
20-29,5.0,0.0,2021-02-02
20-29,5.0,0.0,2021-02-03
20-29,5.0,0.0,2021-02-04
20-29,5.0,0.0,2021-02-05
20-29,6.0,0.0,2021-02-06
20-29,6.0,0.0,2021-02-07
20-29,6.0,1.0,2021-02-08
20-29,6.0,1.0,2021-02-09
20-29,6.0,1.0,2021-02-10
20-29,6.0,1.0,2021-02-11
20-29,6.0,1.0,2021-02-12
20-29,6.0,1.0,2021-02-13
20-29,6.0,1.0,2021-02-14
20-29,6.0,2.0,2021-02-15
20-29,6.0,2.0,2021-02-16
20-29,6.0,2.0,2021-02-17
20-29,6.0,3.0,2021-02-18
20-29,6.0,3.0,2021-02-19
20-29,7.0,3.0,2021-02-20
20-29,7.0,3.0,2021-02-21
20-29,7.0,4.0,2021-02-22
20-29,7.0,4.0,2021-02-23
20-29,7.0,5.0,2021-02-24
20-29,7.0,5.0,2021-02-25
20-29,7.0,5.0,2021-02-26
20-29,7.0,5.0,2021-02-27
20-29,7.0,6.0,2021-02-28
20-29,7.0,6.0,2021-03-01
20-29,8.0,6.0,2021-03-02
20-29,8.0,6.0,2021-03-03
20-29,8.0,6.0,2021-03-04
20-29,8.0,6.0,2021-03-05
20-29,8.0,6.0,2021-03-06
20-29,8.0,6.0,2021-03-07
20-29,8.0,6.0,2021-03-08
20-29,8.0,6.0,2021-03-09
20-29,9.0,6.0,2021-03-10
20-29,9.0,6.0,2021-03-11
20-29,9.0,6.0,2021-03-12
20-29,9.0,6.0,2021-03-13
20-29,9.0,6.0,2021-03-14
20-29,10.0,6.0,2021-03-15
20-29,10.0,7.0,2021-03-16
20-29,10.0,7.0,2021-03-17
20-29,10.0,7.0,2021-03-18
20-29,11.0,7.0,2021-03-19
20-29,11.0,7.0,2021-03-20
20-29,11.0,7.0,2021-03-21
20-29,11.0,7.0,2021-03-22
20-29,11.0,7.0,2021-03-23
20-29,12.0,7.0,2021-03-24
20-29,12.0,8.0,2021-03-25
20-29,12.0,8.0,2021-03-26
20-29,12.0,8.0,2021-03-27
20-29,12.0,8.0,2021-03-28
20-29,12.0,8.0,2021-03-29
20-29,12.0,8.0,2021-03-30
20-29,13.0,8.0,2021-03-31
20-29,13.0,9.0,2021-04-01
20-29,13.0,9.0,2021-04-02
20-29,13.0,9.0,2021-04-03
20-29,13.0,9.0,2021-04-04
20-29,13.0,9.0,2021-04-05
20-29,13.0,9.0,2021-04-06
20-29,14.0,10.0,2021-04-07
20-29,14.0,10.0,2021-04-08
20-29,14.0,10.0,2021-04-09
20-29,14.0,10.0,2021-04-10
20-29,14.0,11.0,2021-04-11
20-29,14.0,11.0,2021-04-12
20-29,14.0,11.0,2021-04-13
20-29,15.0,11.0,2021-04-14
20-29,15.0,11.0,2021-04-15
20-29,15.0,12.0,2021-04-16
20-29,15.0,12.0,2021-04-17
20-29,15.0,12.0,2021-04-18
20-29,15.0,12.0,2021-04-19
20-29,15.0,12.0,2021-04-20
20-29,15.0,12.0,2021-04-21
20-29,16.0,12.0,2021-04-22
20-29,16.0,13.0,2021-04-23
20-29,16.0,13.0,2021-04-24
20-29,16.0,13.0,2021-04-25
20-29,16.0,13.0,2021-04-26
20-29,16.0,13.0,2021-04-27
20-29,16.0,13.0,2021-04-28
20-29,17.0,13.0,2021-04-29
20-29,17.0,14.0,2021-04-30
20-29,17.0,14.0,2021-05-01
20-29,17.0,14.0,2021-05-02
20-29,17.0,14.0,2021-05-03
20-29,18.0,14.0,2021-05-04
20-29,18.0,14.0,2021-05-05
20-29,18.0,14.0,2021-05-06
20-29,18.0,14.0,2021-05-07
20-29,19.0,14.0,2021-05-08
20-29,19.0,14.0,2021-05-09
20-29,19.0,14.0,2021-05-10
20-29,20.0,15.0,2021-05-11
20-29,20.0,15.0,2021-05-12
20-29,20.0,15.0,2021-05-13
20-29,20.0,15.0,2021-05-14
20-29,21.0,15.0,2021-05-15
20-29,21.0,15.0,2021-05-16
20-29,21.0,15.0,2021-05-17
20-29,21.0,15.0,2021-05-18
20-29,22.0,16.0,2021-05-19
20-29,22.0,16.0,2021-05-20
20-29,23.0,16.0,2021-05-21
20-29,23.0,16.0,2021-05-22
20-29,23.0,16.0,2021-05-23
20-29,23.0,16.0,2021-05-24
20-29,24.0,16.0,2021-05-25
20-29,24.0,17.0,2021-05-26
20-29,25.0,17.0,2021-05-27
20-29,25.0,17.0,2021-05-28
20-29,25.0,17.0,2021-05-29
20-29,25.0,17.0,2021-05-30
20-29,26.0,17.0,2021-05-31
20-29,26.0,18.0,2021-06-01
20-29,26.0,18.0,2021-06-02
20-29,27.0,18.0,2021-06-03
20-29,27.0,18.0,2021-06-04
20-29,27.0,19.0,2021-06-05
20-29,27.0,19.0,2021-06-06
20-29,28.0,19.0,2021-06-07
20-29,28.0,20.0,2021-06-08
20-29,29.0,20.0,2021-06-09
20-29,29.0,20.0,2021-06-10
20-29,30.0,21.0,2021-06-11
20-29,30.0,21.0,2021-06-12
20-29,31.0,21.0,2021-06-13
20-29,32.0,21.0,2021-06-14
20-29,33.0,22.0,2021-06-15
20-29,34.0,22.0,2021-06-16
20-29,34.0,22.0,2021-06-17
20-29,35.0,22.0,2021-06-18
20-29,37.0,22.0,2021-06-19
20-29,38.0,23.0,2021-06-20
20-29,39.0,23.0,2021-06-21
20-29,40.0,23.0,2021-06-22
20-29,42.0,23.0,2021-06-23
20-29,43.0,23.0,2021-06-24
20-29,44.0,23.0,2021-06-25
20-29,47.0,23.0,2021-06-26
20-29,49.0,23.0,2021-06-27
20-29,51.0,23.0,2021-06-28
20-29,52.0,24.0,2021-06-29
20-29,54.0,24.0,2021-06-30
20-29,56.0,24.0,2021-07-01
20-29,58.0,24.0,2021-07-02
20-29,61.0,24.0,2021-07-03
20-29,63.0,25.0,2021-07-04
20-29,65.0,25.0,2021-07-05
20-29,67.0,25.0,2021-07-06
20-29,69.0,25.0,2021-07-07
20-29,71.0,26.0,2021-07-08
20-29,73.0,26.0,2021-07-09
20-29,75.0,26.0,2021-07-10
20-29,76.0,27.0,2021-07-11
20-29,78.0,28.0,2021-07-12
20-29,79.0,28.0,2021-07-13
20-29,80.0,29.0,2021-07-14
20-29,81.0,30.0,2021-07-15
20-29,81.0,31.0,2021-07-16
20-29,82.0,32.0,2021-07-17
20-29,83.0,33.0,2021-07-18
20-29,83.0,33.0,2021-07-19
20-29,83.0,33.0,2021-07-20
20-29,84.0,35.0,2021-07-21
20-29,84.0,37.0,2021-07-22
20-29,85.0,38.0,2021-07-23
20-29,85.0,40.0,2021-07-24
20-29,86.0,42.0,2021-07-25
20-29,86.0,44.0,2021-07-26
20-29,86.0,45.0,2021-07-27
20-29,87.0,46.0,2021-07-28
20-29,87.0,48.0,2021-07-29
20-29,87.0,50.0,2021-07-30
20-29,88.0,52.0,2021-07-31
20-29,88.0,54.0,2021-08-01
20-29,88.0,56.0,2021-08-02
20-29,88.0,58.0,2021-08-03
20-29,88.0,59.0,2021-08-04
20-29,89.0,61.0,2021-08-05
20-29,89.0,63.0,2021-08-06
20-29,89.0,66.0,2021-08-07
20-29,89.0,68.0,2021-08-08
20-29,89.0,69.0,2021-08-09
20-29,90.0,70.0,2021-08-10
20-29,90.0,71.0,2021-08-11
20-29,90.0,73.0,2021-08-12
20-29,90.0,74.0,2021-08-13
20-29,91.0,76.0,2021-08-14
20-29,91.0,77.0,2021-08-15
20-29,91.0,78.0,2021-08-16
20-29,91.0,78.0,2021-08-17
20-29,92.0,79.0,2021-08-18
20-29,92.0,79.0,2021-08-19
20-29,92.0,80.0,2021-08-20
20-29,92.0,80.0,2021-08-21
20-29,92.0,80.0,2021-08-22
20-29,92.0,81.0,2021-08-23
20-29,92.0,81.0,2021-08-24
20-29,93.0,81.0,2021-08-25
20-29,93.0,81.0,2021-08-26
20-29,93.0,82.0,2021-08-27
20-29,93.0,82.0,2021-08-28
20-29,93.0,82.0,2021-08-29
20-29,93.0,83.0,2021-08-30
20-29,93.0,83.0,2021-08-31
20-29,93.0,83.0,2021-09-01
20-29,93.0,83.0,2021-09-02
20-29,93.0,84.0,2021-09-03
20-29,93.0,84.0,2021-09-04
20-29,94.0,84.0,2021-09-05
20-29,94.0,84.0,2021-09-06
20-29,94.0,85.0,2021-09-07
20-29,94.0,85.0,2021-09-08
20-29,94.0,85.0,2021-09-09
20-29,94.0,85.0,2021-09-10
20-29,94.0,85.0,2021-09-11
20-29,94.0,86.0,2021-09-12
20-29,94.0,86.0,2021-09-13
20-29,94.0,86.0,2021-09-14
20-29,94.0,86.0,2021-09-15
20-29,94.0,86.0,2021-09-16
20-29,94.0,86.0,2021-09-17
20-29,94.0,86.0,2021-09-18
20-29,94.0,86.0,2021-09-19
20-29,94.0,87.0,2021-09-20
20-29,94.0,87.0,2021-09-21
20-29,94.0,87.0,2021-09-22
20-29,94.0,87.0,2021-09-23
20-29,95.0,87.0,2021-09-24
20-29,95.0,87.0,2021-09-25
20-29,95.0,87.0,2021-09-26
20-29,95.0,87.0,2021-09-27
20-29,95.0,87.0,2021-09-28
20-29,95.0,87.0,2021-09-29
20-29,95.0,87.0,2021-09-30
20-29,95.0,87.0,2021-10-01
20-29,95.0,87.0,2021-10-02
20-29,95.0,87.0,2021-10-03
20-29,95.0,88.0,2021-10-04
20-29,95.0,88.0,2021-10-05
20-29,95.0,88.0,2021-10-06
20-29,95.0,88.0,2021-10-07
20-29,95.0,88.0,2021-10-08
20-29,95.0,88.0,2021-10-09
20-29,95.0,88.0,2021-10-10
20-29,95.0,88.0,2021-10-11
20-29,95.0,88.0,2021-10-12
20-29,95.0,88.0,2021-10-13
20-29,95.0,88.0,2021-10-14
20-29,95.0,88.0,2021-10-15
20-29,95.0,88.0,2021-10-16
20-29,95.0,88.0,2021-10-17
20-29,95.0,88.0,2021-10-18
20-29,95.0,88.0,2021-10-19
20-29,95.0,88.0,2021-10-20
20-29,96.0,88.0,2021-10-21
20-29,96.0,88.0,2021-10-22
20-29,96.0,88.0,2021-10-23
20-29,96.0,88.0,2021-10-24
20-29,96.0,88.0,2021-10-25
20-29,96.0,88.0,2021-10-26
20-29,96.0,88.0,2021-10-27
20-29,96.0,89.0,2021-10-28
20-29,96.0,89.0,2021-10-29
20-29,96.0,89.0,2021-10-30
20-29,96.0,89.0,2021-10-31
20-29,96.0,89.0,2021-11-01
20-29,96.0,89.0,2021-11-02
20-29,96.0,89.0,2021-11-03
20-29,96.0,89.0,2021-11-04
20-29,96.0,89.0,2021-11-05
20-29,96.0,89.0,2021-11-06
20-29,96.0,89.0,2021-11-07
20-29,96.0,89.0,2021-11-08
20-29,96.0,89.0,2021-11-09
20-29,96.0,89.0,2021-11-10
20-29,96.0,89.0,2021-11-11
20-29,96.0,89.0,2021-11-12
